1.379866701073455682e-17,1.197888867789685731e-15,1.685969240816172650e-15,1.186495473010180091e-15,3.442071156163968830e-16,7.914611573496554719e-16
1.695732747175832347e-15,1.566212002356036137e-15,-2.133096689274103626e-17,4.661164397571067879e-16,-1.312519078599044805e-15,-6.616397535009556104e-16
1.162126267509570948e-15,9.965106150619243810e-16,1.073764161330738689e-15,-5.842279656379814959e-16,8.894443524534036806e-16,-1.417971276947135523e-15
8.915964381339769244e-16,-1.068700430317625094e-15,9.570451614784701907e-17,1.821234155503969563e-15,-2.748846380468717039e-15,-7.365196758573729269e-16
1.750918842483789177e-15,2.194501823539494370e-15,7.918683915736226733e-16,-1.806983681458875337e-15,-1.619679027546623356e-15,2.372694359153312740e-15
1.447404213460858262e-15,-2.516041347140819315e-16,6.794261086845171381e-16,1.243335853632380210e-15,-6.234718809896118641e-17,-1.345686516734938848e-15
-1.561528051168905996e-15,1.281123946317740402e-16,2.813535544161243320e-16,-4.458615157046524043e-16,1.095158424861143637e-15,1.356826724963788720e-15
-9.394486962079004154e-16,3.690985183777334256e-16,-1.364295728208131328e-15,-2.015467800255416193e-15,-1.333881693810617831e-15,1.160069126785493469e-15
-1.173185230923362981e-15,1.349036458363278072e-15,1.937052842309089815e-15,-2.600180923617686344e-15,-3.944155094037390187e-16,-3.239231497894657159e-16
1.445062237867293291e-15,5.250456094222163069e-16,3.491315940266498555e-15,2.291591469984559192e-15,-9.626785622305589947e-16,3.084191966812165129e-15
