7.641154199582191886e-01,-3.330144546872054745e-01,3.573698515625021999e-02,-7.182654250554368902e-01,-1.261296854811288226e-01,-6.441015330306971709e-01
7.144904035171577572e-01,-3.083737893352434534e-01,1.992393566647850667e-01,-3.889888139082717800e-01,-2.634012359425708105e-01,-4.848735223974300901e-01
1.125547578645870184e+00,2.607063959106137752e+00,-6.557916041031214283e-01,1.431208504507841983e+00,-3.021451016921283816e-02,2.251791138228477873e+00
-5.982667558914316341e-01,-3.615047103857422228e-01,-7.578489597611977047e-01,-6.163771114932605766e-01,-4.378795401822176969e-01,-4.712139346451320598e-01
-5.832174390685842535e-01,-6.133409146647568200e-01,-8.519890023363487774e-01,-6.980269413227880859e-01,-5.707307652215573013e-01,-6.279462889442219975e-01
-5.975143228654217209e-02,-6.310768279909805267e-01,-1.901912164657842408e-01,-3.111215428321655319e-01,-6.949327892149532726e-01,-1.938975498996109437e-01
-7.033417703404556409e-01,-8.224533552375422607e-01,4.389746250282041684e-01,-4.780478112243082833e-01,1.646522732294563862e-01,-3.851600439421932198e-01
-4.636292693115870445e-01,-8.441249103681184307e-01,-5.837611351418974248e-01,-7.366135560092184065e-01,-3.579768835473805533e-01,-5.155700914361015519e-01
-4.649055434049306768e-01,-5.429186936041514588e-01,-2.511826735948644584e-01,5.062417010982088739e-01,-2.879441903361584787e-01,6.671824248815352854e-02
-1.717438062383194464e-01,-5.860698917561011356e-01,3.926770216411678005e-01,-3.667405938457232173e-01,-1.735135736931780748e-01,-2.165444892474063521e-01
